Date	1 Mo	3 Mo	6 Mo	1 Yr	2 Yr	3 Yr	5 Yr	7 Yr	10 Yr	20 Yr	30 Yr
06/24/15	0.00	0.01	0.08	0.30	0.68	1.06	1.69	2.12	2.38	2.87	3.16
06/25/15	0.00	0.01	0.07	0.29	0.68	1.06	1.70	2.14	2.40	2.88	3.16
06/26/15	0.00	0.01	0.08	0.29	0.72	1.09	1.75	2.20	2.49	2.98	3.25
06/29/15	0.00	0.02	0.11	0.27	0.64	1.00	1.62	2.05	2.33	2.82	3.09
06/30/15	0.02	0.01	0.11	0.28	0.64	1.01	1.63	2.07	2.35	2.83	3.11
07/01/15	0.01	0.01	0.13	0.28	0.69	1.08	1.70	2.14	2.43	2.92	3.20
07/02/15	0.01	0.01	0.10	0.26	0.64	1.01	1.64	2.09	2.40	2.90	3.19
07/06/15	0.01	0.02	0.09	0.26	0.60	0.95	1.56	2.00	2.30	2.78	3.08
07/07/15	0.02	0.02	0.08	0.25	0.58	0.96	1.55	1.98	2.27	2.74	3.04
07/08/15	0.02	0.02	0.08	0.24	0.55	0.91	1.50	1.92	2.22	2.69	2.99
07/09/15	0.02	0.03	0.08	0.25	0.60	0.95	1.58	2.01	2.32	2.80	3.11
07/10/15	0.01	0.01	0.09	0.28	0.65	1.04	1.68	2.12	2.42	2.91	3.20
07/13/15	0.02	0.02	0.10	0.28	0.69	1.06	1.71	2.14	2.44	2.92	3.21
07/14/15	0.03	0.01	0.10	0.27	0.66	1.03	1.67	2.10	2.41	2.90	3.20
07/15/15	0.03	0.02	0.11	0.28	0.64	1.00	1.63	2.05	2.36	2.83	3.13
07/16/15	0.03	0.02	0.10	0.29	0.67	1.05	1.66	2.07	2.36	2.81	3.11
07/17/15	0.03	0.03	0.11	0.29	0.68	1.05	1.67	2.07	2.34	2.77	3.08
07/20/15	0.03	0.04	0.14	0.31	0.71	1.09	1.72	2.11	2.38	2.79	3.10
07/21/15	0.04	0.03	0.13	0.34	0.71	1.07	1.69	2.08	2.35	2.77	3.08
07/22/15	0.04	0.04	0.13	0.34	0.75	1.08	1.69	2.07	2.33	2.73	3.04
07/23/15	0.04	0.03	0.13	0.33	0.71	1.06	1.65	2.03	2.28	2.67	2.98
07/24/15	0.04	0.04	0.14	0.32	0.70	1.04	1.64	2.02	2.27	2.67	2.96
07/27/15	0.04	0.05	0.15	0.32	0.68	1.00	1.58	1.96	2.23	2.64	2.93
07/28/15	0.05	0.05	0.14	0.32	0.69	1.03	1.61	1.99	2.26	2.66	2.96
07/29/15	0.05	0.06	0.14	0.33	0.70	1.05	1.62	2.02	2.29	2.69	2.99
07/30/15	0.05	0.07	0.15	0.36	0.72	1.07	1.62	2.02	2.28	2.66	2.96
07/31/15	0.04	0.08	0.14	0.33	0.67	1.00	1.54	1.93	2.20	2.61	2.92
08/03/15	0.03	0.08	0.17	0.33	0.68	0.99	1.52	1.89	2.16	2.55	2.86
08/04/15	0.05	0.08	0.18	0.37	0.74	1.08	1.60	1.97	2.23	2.59	2.90
08/05/15	0.05	0.08	0.19	0.38	0.73	1.10	1.65	2.02	2.28	2.64	2.94
08/06/15	0.04	0.04	0.20	0.35	0.71	1.08	1.62	1.98	2.23	2.59	2.90
08/07/15	0.03	0.06	0.23	0.38	0.73	1.08	1.59	1.93	2.18	2.52	2.83
08/10/15	0.03	0.12	0.24	0.40	0.73	1.09	1.62	1.98	2.24	2.58	2.89
08/11/15	0.06	0.10	0.23	0.37	0.68	1.03	1.53	1.89	2.15	2.50	2.81
08/12/15	0.06	0.10	0.22	0.37	0.67	1.01	1.52	1.88	2.14	2.52	2.84
08/13/15	0.06	0.10	0.24	0.40	0.72	1.06	1.58	1.94	2.19	2.54	2.86
08/14/15	0.04	0.09	0.25	0.41	0.73	1.08	1.61	1.96	2.20	2.54	2.84
08/17/15	0.03	0.10	0.24	0.40	0.72	1.07	1.58	1.92	2.16	2.51	2.81
08/18/15	0.05	0.07	0.25	0.42	0.74	1.07	1.60	1.95	2.20	2.56	2.87
08/19/15	0.05	0.05	0.22	0.39	0.67	0.98	1.50	1.85	2.12	2.49	2.81
08/20/15	0.01	0.02	0.22	0.39	0.69	1.00	1.50	1.84	2.09	2.45	2.76
08/21/15	0.02	0.03	0.21	0.36	0.64	0.95	1.44	1.79	2.05	2.44	2.74
08/24/15	0.02	0.06	0.20	0.33	0.59	0.90	1.39	1.75	2.01	2.42	2.73
08/25/15	0.04	0.07	0.19	0.36	0.67	0.98	1.48	1.86	2.12	2.54	2.84
08/26/15	0.03	0.06	0.20	0.35	0.67	0.98	1.49	1.90	2.18	2.64	2.94
08/27/15	0.02	0.06	0.22	0.36	0.68	0.99	1.49	1.91	2.18	2.61	2.93
08/28/15	0.02	0.06	0.25	0.38	0.72	1.04	1.52	1.92	2.19	2.61	2.92
08/31/15	0.00	0.08	0.27	0.39	0.74	1.07	1.54	1.94	2.21	2.64	2.95
09/01/15	0.01	0.03	0.26	0.39	0.70	1.03	1.49	1.89	2.17	2.62	2.93
09/02/15	0.01	0.03	0.25	0.37	0.72	1.04	1.52	1.92	2.20	2.66	2.97
09/03/15	0.02	0.02	0.24	0.36	0.71	1.00	1.49	1.90	2.18	2.64	2.95
09/04/15	0.02	0.02	0.23	0.36	0.71	1.00	1.47	1.85	2.13	2.58	2.89
09/08/15	0.02	0.06	0.27	0.39	0.74	1.05	1.53	1.92	2.20	2.66	2.97
09/09/15	0.02	0.03	0.26	0.39	0.75	1.06	1.53	1.91	2.21	2.64	2.96
09/10/15	0.02	0.02	0.25	0.39	0.75	1.06	1.55	1.93	2.23	2.66	2.98
09/11/15	0.04	0.04	0.25	0.40	0.71	1.03	1.52	1.89	2.20	2.63	2.95
09/14/15	0.02	0.07	0.26	0.40	0.73	1.03	1.51	1.88	2.18	2.62	2.95
09/15/15	0.00	0.07	0.27	0.47	0.82	1.12	1.61	1.99	2.28	2.73	3.06
09/16/15	0.00	0.06	0.24	0.46	0.82	1.13	1.62	2.01	2.30	2.75	3.08
09/17/15	0.00	0.01	0.16	0.39	0.70	1.00	1.50	1.90	2.21	2.69	3.02
09/18/15	0.00	0.00	0.10	0.35	0.69	0.97	1.45	1.83	2.13	2.58	2.93
09/21/15	0.00	0.01	0.11	0.36	0.72	1.01	1.51	1.90	2.20	2.67	3.02
09/22/15	0.00	0.00	0.10	0.35	0.69	0.97	1.44	1.83	2.14	2.60	2.94
09/23/15	0.00	0.01	0.09	0.34	0.70	1.00	1.47	1.85	2.16	2.60	2.95
09/24/15	0.00	0.01	0.09	0.32	0.67	0.97	1.44	1.84	2.13	2.55	2.91
09/25/15	0.00	0.00	0.07	0.35	0.70	1.00	1.48	1.87	2.17	2.60	2.96
09/28/15	0.00	0.01	0.10	0.34	0.67	0.97	1.42	1.80	2.10	2.51	2.87
09/29/15	0.00	0.01	0.09	0.33	0.64	0.92	1.37	1.74	2.05	2.48	2.85
09/30/15	0.00	0.00	0.08	0.33	0.64	0.92	1.37	1.75	2.06	2.51	2.87
10/01/15	0.00	0.00	0.08	0.31	0.64	0.92	1.37	1.75	2.05	2.49	2.85
10/02/15	0.00	0.00	0.06	0.25	0.58	0.85	1.29	1.67	1.99	2.44	2.82
10/05/15	0.00	0.01	0.06	0.26	0.61	0.89	1.35	1.74	2.07	2.52	2.90
10/06/15	0.00	0.00	0.07	0.26	0.61	0.90	1.34	1.72	2.05	2.50	2.88
10/07/15	0.00	0.00	0.08	0.27	0.65	0.92	1.37	1.75	2.08	2.51	2.89
10/08/15	0.00	0.00	0.07	0.27	0.65	0.93	1.40	1.79	2.12	2.56	2.96
10/09/15	0.01	0.01	0.07	0.28	0.65	0.96	1.41	1.80	2.12	2.55	2.94
10/13/15	0.00	0.01	0.08	0.27	0.64	0.92	1.36	1.74	2.06	2.49	2.89
10/14/15	0.00	0.00	0.08	0.21	0.57	0.84	1.29	1.66	1.99	2.42	2.84
10/15/15	0.00	0.01	0.08	0.22	0.61	0.90	1.34	1.72	2.04	2.46	2.87
10/16/15	0.03	0.01	0.07	0.23	0.61	0.91	1.36	1.73	2.04	2.46	2.87
10/19/15	0.06	0.02	0.12	0.23	0.61	0.89	1.35	1.73	2.04	2.48	2.89
10/20/15	0.08	0.02	0.12	0.23	0.66	0.93	1.40	1.78	2.08	2.53	2.92
10/21/15	0.01	0.01	0.12	0.23	0.64	0.91	1.37	1.74	2.04	2.48	2.87
10/22/15	0.02	0.00	0.11	0.23	0.61	0.89	1.36	1.74	2.04	2.48	2.87
10/23/15	0.01	0.01	0.13	0.24	0.66	0.94	1.43	1.81	2.09	2.54	2.90
10/26/15	0.01	0.02	0.16	0.25	0.66	0.94	1.41	1.78	2.07	2.50	2.87
10/27/15	0.01	0.03	0.18	0.29	0.65	0.92	1.38	1.75	2.05	2.48	2.86
10/28/15	0.03	0.04	0.21	0.33	0.73	1.00	1.47	1.83	2.10	2.50	2.87
10/29/15	0.02	0.07	0.21	0.33	0.75	1.05	1.53	1.90	2.19	2.60	2.96
10/30/15	0.01	0.08	0.23	0.34	0.75	1.05	1.52	1.88	2.16	2.57	2.93
11/02/15	0.01	0.08	0.27	0.37	0.77	1.08	1.57	1.93	2.20	2.60	2.95
11/03/15	0.07	0.06	0.26	0.39	0.80	1.10	1.59	1.96	2.23	2.65	3.00
11/04/15	0.07	0.05	0.27	0.40	0.84	1.16	1.64	1.99	2.25	2.66	3.00
11/05/15	0.04	0.05	0.27	0.42	0.85	1.16	1.65	2.00	2.26	2.68	3.01
11/06/15	0.04	0.08	0.32	0.47	0.90	1.23	1.73	2.09	2.34	2.76	3.09
11/09/15	0.06	0.14	0.34	0.47	0.89	1.27	1.75	2.11	2.36	2.79	3.12
11/10/15	0.08	0.13	0.34	0.51	0.87	1.22	1.72	2.08	2.32	2.76	3.10
11/12/15	0.08	0.14	0.35	0.51	0.89	1.24	1.73	2.09	2.32	2.75	3.09
11/13/15	0.03	0.14	0.31	0.50	0.86	1.20	1.67	2.05	2.28	2.72	3.06
11/16/15	0.05	0.15	0.33	0.50	0.88	1.18	1.66	2.02	2.27	2.72	3.07
11/17/15	0.07	0.14	0.34	0.50	0.86	1.18	1.66	2.02	2.25	2.69	3.04
11/18/15	0.07	0.12	0.31	0.49	0.90	1.21	1.69	2.04	2.27	2.70	3.04
11/19/15	0.06	0.11	0.31	0.49	0.91	1.21	1.68	2.02	2.24	2.66	3.00
11/20/15	0.05	0.12	0.31	0.49	0.93	1.23	1.70	2.04	2.26	2.68	3.02
11/23/15	0.06	0.14	0.35	0.50	0.94	1.26	1.70	2.03	2.25	2.66	3.00
11/24/15	0.13	0.16	0.36	0.52	0.93	1.23	1.66	2.01	2.24	2.65	3.00
11/25/15	0.14	0.19	0.39	0.52	0.93	1.25	1.66	2.01	2.23	2.64	3.00
11/27/15	0.13	0.18	0.38	0.50	0.92	1.23	1.64	1.99	2.22	2.64	3.00
11/30/15	0.11	0.22	0.42	0.51	0.94	1.24	1.65	1.99	2.21	2.63	2.98
12/01/15	0.19	0.21	0.42	0.51	0.91	1.19	1.59	1.93	2.15	2.55	2.91
12/02/15	0.19	0.21	0.42	0.52	0.94	1.23	1.63	1.97	2.18	2.55	2.91
12/03/15	0.18	0.21	0.45	0.57	0.96	1.27	1.74	2.10	2.33	2.72	3.07
12/04/15	0.17	0.23	0.49	0.60	0.96	1.25	1.71	2.06	2.28	2.65	3.01
12/07/15	0.21	0.29	0.57	0.67	0.94	1.24	1.67	2.02	2.23	2.59	2.95
12/08/15	0.23	0.27	0.58	0.76	0.94	1.25	1.68	2.02	2.24	2.61	2.97
12/09/15	0.19	0.26	0.53	0.72	0.93	1.22	1.64	1.99	2.22	2.59	2.97
12/10/15	0.19	0.24	0.55	0.71	0.95	1.25	1.68	2.03	2.24	2.60	2.98
12/11/15	0.15	0.23	0.52	0.68	0.88	1.16	1.56	1.91	2.13	2.49	2.87
12/14/15	0.13	0.26	0.54	0.68	0.97	1.25	1.66	2.02	2.23	2.59	2.96
12/15/15	0.21	0.25	0.54	0.69	0.98	1.29	1.71	2.06	2.28	2.62	3.00
12/16/15	0.20	0.27	0.51	0.70	1.02	1.35	1.75	2.11	2.30	2.65	3.02
12/17/15	0.18	0.23	0.48	0.69	1.00	1.33	1.73	2.05	2.24	2.57	2.94
12/18/15	0.16	0.19	0.47	0.67	0.97	1.27	1.67	2.00	2.19	2.54	2.90
12/21/15	0.14	0.24	0.51	0.64	0.96	1.28	1.67	2.00	2.20	2.55	2.92
12/22/15	0.19	0.21	0.47	0.66	0.99	1.31	1.71	2.04	2.24	2.60	2.96
12/23/15	0.19	0.20	0.47	0.65	1.01	1.32	1.74	2.07	2.27	2.64	3.00
12/24/15	0.15	0.20	0.49	0.64	1.03	1.33	1.73	2.06	2.25	2.61	2.96
12/28/15	0.13	0.23	0.51	0.66	1.05	1.33	1.73	2.05	2.24	2.59	2.95
12/29/15	0.18	0.23	0.50	0.67	1.09	1.38	1.81	2.12	2.32	2.69	3.04
12/30/15	0.08	0.21	0.47	0.64	1.08	1.36	1.80	2.14	2.31	2.69	3.04
12/31/15	0.14	0.16	0.49	0.65	1.06	1.31	1.76	2.09	2.27	2.67	3.01
