Date,Open,High,Low,Close,Adj_Close,Volume
2/17/1995,48.5937,48.625,48.4375,48.453098,32.042347,49100
2/21/1995,48.453098,48.5312,48.421799,48.4375,32.032036,168000
2/22/1995,48.484299,48.796799,48.453098,48.796799,32.269638,386400
2/23/1995,48.984299,49.1562,48.859299,48.875,32.321339,402800
2/24/1995,48.9375,49.015598,48.8125,49,32.404022,307600
2/27/1995,48.859299,49,48.5312,48.609299,32.145641,280900
2/28/1995,48.5625,49.015598,48.5625,49.015598,32.414333,493500
3/1/1995,48.9687,49.0312,48.6562,48.703098,32.207676,242600
3/2/1995,48.6875,48.765598,48.546799,48.765598,32.248985,488600
3/3/1995,48.609299,48.7812,48.484299,48.7812,32.259323,290000
3/6/1995,48.453098,48.8125,48.390598,48.8125,32.280022,85700
3/7/1995,48.640598,48.75,48.2187,48.4375,32.032036,180900
3/8/1995,48.515598,48.625,48.3437,48.5625,32.114685,155900
3/9/1995,48.546799,48.5937,48.421799,48.546799,32.104298,63500
3/10/1995,48.5937,49.390598,48.5312,49.265598,32.579639,192100
3/13/1995,49.234299,49.390598,49.171799,49.2187,32.54863,261300
3/14/1995,49.359299,49.640598,49.359299,49.578098,32.786316,223300
3/15/1995,49.5,49.578098,49.296799,49.484299,32.724297,278500
3/16/1995,49.4375,49.8125,49.4375,49.7812,32.92062,20400
3/17/1995,49.4375,49.625,49.4062,49.5625,32.9534,89900
3/20/1995,49.625,49.625,49.4687,49.5625,32.9534,91700
3/21/1995,49.5625,49.875,49.359299,49.4375,32.870296,104400
3/22/1995,49.5312,49.5312,49.328098,49.484299,32.901413,74900
3/23/1995,49.421799,49.6562,49.359299,49.515598,32.922226,220500
3/24/1995,49.671799,50.2187,49.671799,50.2187,33.389687,134000
3/27/1995,50.296799,50.421799,50.171799,50.421799,33.524738,132100
3/28/1995,50.296799,50.421799,50.234299,50.421799,33.524738,121900
3/29/1995,50.375,50.890598,50.125,50.4062,33.51437,246100
3/30/1995,50.515598,50.515598,50.109299,50.3125,33.452061,298400
3/31/1995,49.921799,50.171799,49.546799,50.109299,33.316956,541300
4/3/1995,50.0937,50.234299,50.0625,50.234299,33.400078,193300
4/4/1995,50.25,50.5625,50.25,50.5625,33.61829,66900
4/5/1995,50.453098,50.609299,50.421799,50.5625,33.61829,107200
4/6/1995,50.6875,50.796799,50.5937,50.75,33.742958,352500
4/7/1995,50.859299,50.859299,50.4687,50.703098,33.711761,361400
4/10/1995,50.625,50.796799,50.5937,50.796799,33.774071,285400
4/11/1995,50.921799,50.9375,50.5937,50.625,33.659851,250300
4/12/1995,50.703098,50.796799,50.609299,50.796799,33.774071,150900
4/13/1995,50.890598,51.0937,50.859299,51.078098,33.961121,243400
4/17/1995,51.265598,51.3125,50.625,50.7812,33.763699,178900
4/18/1995,50.828098,50.828098,50.484299,50.609299,33.64941,329500
4/19/1995,50.609299,50.7187,50.296799,50.5625,33.61829,223000
4/20/1995,50.703098,50.7812,50.4375,50.640598,33.670219,207900
4/21/1995,50.6562,50.9062,50.6562,50.890598,33.836433,145000
4/24/1995,50.859299,51.484299,50.859299,51.484299,34.231174,169000
4/25/1995,51.4062,51.484299,51.3125,51.3437,34.137699,293200
4/26/1995,51.25,51.421799,51.125,51.390598,34.16888,204400
4/27/1995,51.3125,51.546799,51.2812,51.515598,34.251999,502200
4/28/1995,51.5,51.671799,51.171799,51.5937,34.303928,130800
5/1/1995,51.546799,51.6562,51.453098,51.453098,34.21043,518700
5/2/1995,51.5,51.640598,51.390598,51.5625,34.283176,228400
5/3/1995,51.734299,52.2812,51.734299,52.2812,34.761028,724700
5/4/1995,52.3437,52.6875,52.125,52.25,34.740292,311400
5/5/1995,52.4687,52.4687,52.078098,52.1875,34.698723,314900
5/8/1995,52.140598,52.734299,52.0937,52.5625,34.948063,183100
5/9/1995,52.7812,52.8437,52.4375,52.515598,34.916882,180600
5/10/1995,52.6562,52.671799,52.328098,52.578098,34.958447,330300
5/11/1995,52.6562,52.7187,52.484299,52.7187,35.051895,351700
5/12/1995,52.515598,52.875,52.5,52.75,35.072716,94600
5/15/1995,52.890598,53,52.7812,53,35.238945,147200
5/16/1995,52.984299,53.1562,52.890598,53.0312,35.259701,221600
5/17/1995,53.0312,53.046799,52.7812,52.828098,35.124645,189200
5/18/1995,52.734299,52.765598,52.0625,52.0625,34.61562,577800
5/19/1995,51.984299,52.1875,51.9062,52.0937,34.63636,363900
5/22/1995,52.265598,52.75,52.234299,52.671799,35.020725,216000
5/23/1995,52.765598,53.1562,52.609299,53.1562,35.342793,136800
5/24/1995,53.25,53.421799,52.796799,53.125,35.322052,370800
5/25/1995,52.9687,53.2187,52.7187,53.171799,35.35318,379900
5/26/1995,52.9687,52.984299,52.359299,52.5625,34.948063,518600
5/30/1995,52.6875,52.828098,52.375,52.546799,34.937614,61500
5/31/1995,52.453098,53.640598,52.453098,53.640598,35.664864,564500
6/1/1995,53.4062,53.9062,53.25,53.5,35.571388,810100
6/2/1995,53.2812,53.921799,53.0937,53.546799,35.602509,112900
6/5/1995,53.546799,54.046799,53.5,53.875,35.820717,257200
6/6/1995,53.828098,54.015598,53.7812,53.7812,35.758362,165800
6/7/1995,53.671799,53.703098,53.4375,53.5,35.571388,41900
6/8/1995,53.484299,53.640598,53.375,53.375,35.488274,141100
6/9/1995,53.265598,53.328098,52.75,53.0625,35.28051,304900
6/12/1995,53.234299,53.578098,53.203098,53.359299,35.477848,378500
6/13/1995,53.609299,53.9687,53.5625,53.9375,35.862282,120000
6/14/1995,53.859299,53.953098,53.6875,53.890598,35.8311,389400
6/15/1995,53.9687,54.234299,53.875,54.125,35.986958,274500
6/16/1995,53.703098,53.9687,53.703098,53.9687,36.093754,325100
6/19/1995,54.125,54.609299,54.0937,54.578098,36.501289,134600
6/20/1995,54.421799,54.609299,54.390598,54.4375,36.407276,287800
6/21/1995,54.609299,54.6562,54.4062,54.4062,36.386353,158200
6/22/1995,54.640598,55.1562,54.640598,55.125,36.867069,297000
6/23/1995,55,55.0312,54.8437,55.015598,36.793907,315400
6/26/1995,54.859299,54.953098,54.359299,54.359299,36.354973,132900
6/27/1995,54.3437,54.703098,54.2187,54.25,36.281872,127700
6/28/1995,54.25,54.75,54.078098,54.5312,36.469944,212600
6/29/1995,54.5312,54.671799,54.0625,54.4375,36.407276,89200
6/30/1995,54.546799,54.734299,54.296799,54.4062,36.386353,714100
7/3/1995,54.4687,54.609299,54.4687,54.609299,36.52216,9500
7/5/1995,54.765598,55.0625,54.640598,54.8125,36.658077,409300
7/6/1995,54.828098,55.515598,54.7187,55.515598,37.128307,202500
7/7/1995,55.4062,55.7812,55.375,55.765598,37.295483,481700
7/10/1995,55.8125,55.953098,55.703098,55.796799,37.316357,400400
7/11/1995,55.75,55.796799,55.453098,55.5312,37.138737,420500
7/12/1995,55.640598,56.3125,55.5312,56.2187,37.598515,203400
7/13/1995,56.140598,56.265598,56.0312,56.0937,37.514912,215600
7/14/1995,55.796799,56.0937,55.75,56.046799,37.483559,543700
7/17/1995,56.125,56.421799,56.078098,56.359299,37.692558,171500
7/18/1995,56.265598,56.265598,55.828098,55.875,37.368671,221200
7/19/1995,55.6562,55.7187,54.203098,55.265598,36.961105,486600
7/20/1995,55.328098,55.578098,55.0312,55.4687,37.096931,318900
7/21/1995,55.421799,55.625,55.1875,55.4062,37.055153,94000
7/24/1995,55.484299,55.875,55.484299,55.8125,37.326851,108400
7/25/1995,55.875,56.3125,55.703098,56.234299,37.608963,107400
7/26/1995,56.203098,56.4687,56.171799,56.1875,37.577648,167800
7/27/1995,56.453098,56.703098,56.453098,56.6562,37.891129,187700
7/28/1995,56.703098,56.703098,56.25,56.296799,37.650761,415600
7/31/1995,56.3437,56.390598,56.0312,56.1562,37.55674,342500
8/1/1995,56.234299,56.234299,55.75,56.0625,37.494076,141000
8/2/1995,56.390598,56.796799,55.8437,55.9375,37.410461,240400
8/3/1995,55.546799,55.953098,55.453098,55.921799,37.399971,1193600
8/4/1995,56.0312,56.078098,55.921799,55.984299,37.441769,240500
8/7/1995,56.109299,56.2812,56.078098,56.109299,37.525352,193100
8/8/1995,56.140598,56.3125,55.9375,56.109299,37.525352,951900
8/9/1995,56.296799,56.296799,56.046799,56.0937,37.514912,107100
8/10/1995,56.1562,56.2812,55.734299,55.9687,37.431328,280800
8/11/1995,55.921799,55.984299,55.421799,55.6562,37.222332,257200
8/14/1995,55.796799,56.1562,55.671799,56.1562,37.55674,254800
8/15/1995,56.140598,56.140598,55.6562,56.046799,37.483559,44400
8/16/1995,56,56.203098,55.9375,56.203098,37.588093,374900
8/17/1995,56.234299,56.234299,55.9062,56.109299,37.525352,353800
8/18/1995,56.390598,56.4062,56.125,56.171799,37.567169,85400
8/21/1995,56.4062,56.640598,56,56.015598,37.4627,266700
8/22/1995,56.0937,56.2187,55.8125,56.125,37.535877,220200
8/23/1995,56.171799,56.203098,55.921799,55.921799,37.399971,176500
8/24/1995,55.9375,56.0937,55.75,55.984299,37.441769,167400
8/25/1995,56.078098,56.390598,56.078098,56.296799,37.650761,195000
8/28/1995,56.453098,56.453098,56,56.0937,37.514912,293000
8/29/1995,56.1562,56.25,55.765598,56.234299,37.608963,1133100
8/30/1995,56.2812,56.421799,56.2187,56.359299,37.692558,437400
8/31/1995,56.3437,56.5,56.296799,56.4062,37.723923,491900
9/1/1995,56.390598,56.75,56.3437,56.6562,37.891129,629900
9/5/1995,56.828098,57.2187,56.734299,57.1875,38.246456,272200
9/6/1995,57.234299,57.359299,57.2187,57.296799,38.319553,214500
9/7/1995,57.359299,57.390598,57.25,57.328098,38.340477,258800
9/8/1995,57.546799,57.546799,57.171799,57.546799,38.486744,107300
9/11/1995,57.640598,57.8125,57.640598,57.703098,38.591274,260700
9/12/1995,57.7187,57.9687,57.578098,57.9687,38.768925,139500
9/13/1995,57.9062,58.3125,57.890598,58.234299,38.946541,239800
9/14/1995,58.4375,58.8125,58.2812,58.765598,39.301868,457600
9/15/1995,58.4062,58.578098,58.203098,58.4375,39.29105,431200
9/18/1995,58.234299,58.265598,57.9375,58.2187,39.143932,307500
9/19/1995,58.328098,58.5312,58.125,58.5,39.333073,549600
9/20/1995,58.5937,58.7812,58.546799,58.7812,39.522133,290800
9/21/1995,58.703098,58.75,58.0625,58.296799,39.196438,508500
9/22/1995,57.828098,58.375,57.7812,58.3125,39.206993,449900
9/25/1995,58.375,58.375,58.015598,58.2187,39.143932,130000
9/26/1995,58.390598,58.5312,58.0625,58.203098,39.133453,466600
9/27/1995,57.953098,58.1875,57.5937,58.1562,39.101917,654400
9/28/1995,58.203098,58.5937,58.1562,58.5937,39.39608,456200
9/29/1995,58.546799,58.9062,58.4062,58.484299,39.322525,606600
10/2/1995,58.484299,58.625,58.046799,58.1875,39.122959,293100
10/3/1995,58.1875,58.3437,57.953098,58.25,39.164967,839700
10/4/1995,58.2812,58.2812,58.109299,58.1875,39.122959,248800
10/5/1995,58.25,58.359299,58.0937,58.359299,39.238468,268800
10/6/1995,58.390598,58.578098,58.390598,58.4062,39.270008,75300
10/9/1995,58.1875,58.2187,57.8125,57.921799,38.944309,358200
10/10/1995,57.328098,57.890598,57.265598,57.890598,38.923317,360800
10/11/1995,58.0937,58.0937,57.875,58.078098,39.049385,228100
10/12/1995,58.125,58.4687,58.125,58.4375,39.29105,199800
10/13/1995,58.703098,58.859299,58.625,58.625,39.417091,488100
10/16/1995,58.453098,58.5625,58.3437,58.3437,39.227982,443600
10/17/1995,58.4062,58.796799,58.296799,58.734299,39.490597,146000
10/18/1995,59.015598,59.0937,58.7187,58.9062,39.606167,228100
10/19/1995,58.875,59.1875,58.796799,59.1875,39.795307,500600
10/20/1995,59.140598,59.1875,58.828098,58.828098,39.553673,748400
10/23/1995,58.546799,58.8125,58.546799,58.703098,39.469627,533000
10/24/1995,58.7812,58.8437,58.625,58.765598,39.511635,172200
10/25/1995,58.8125,58.890598,58.2812,58.2812,39.185947,302700
10/26/1995,58.375,58.421799,57.2812,57.75,38.828793,606800
10/27/1995,57.6875,58.1875,57.421799,58.1875,39.122959,905800
10/30/1995,58.328098,58.5937,58.328098,58.5625,39.375103,488700
10/31/1995,58.7187,58.8437,58.3125,58.3125,39.206993,508200
11/1/1995,58.2812,58.7812,58.234299,58.7812,39.522133,415700
11/2/1995,58.6875,59.1562,58.6875,59.1562,39.774261,326000
11/3/1995,59.234299,59.25,59.0625,59.234299,39.826794,615000
11/6/1995,59.2187,59.2187,59.015598,59.0312,39.690216,311200
11/7/1995,59,59,58.625,58.8125,39.54319,358200
11/8/1995,58.890598,59.375,58.890598,59.3437,39.900341,357200
11/9/1995,59.578098,59.578098,59.2812,59.5625,40.047451,503700
11/10/1995,59.234299,59.609299,59.2187,59.5312,40.026394,795600
11/13/1995,59.421799,59.6562,59.3125,59.4687,39.984379,818500
11/14/1995,59.359299,59.484299,59.078098,59.078098,39.721745,341800
11/15/1995,59.140598,59.6875,59.109299,59.671799,40.12093,584700
11/16/1995,59.671799,60.0625,59.6562,60,40.341606,577700
11/17/1995,60.0937,60.203098,60.015598,60.1875,40.467663,267000
11/20/1995,60.2812,60.296799,59.859299,59.875,40.257553,448800
11/21/1995,59.9375,60.359299,59.921799,60.359299,40.583183,119200
11/22/1995,60.3125,60.375,60.171799,60.171799,40.457111,351600
11/24/1995,60.234299,60.328098,60.1875,60.328098,40.562202,62400
11/27/1995,60.453098,60.640598,60.3437,60.3437,40.572704,273000
11/28/1995,60.296799,60.984299,60.1562,60.984299,41.003403,479000
11/29/1995,61.0937,61.0937,60.8437,61.046799,41.045433,549200
11/30/1995,61.046799,61.203098,60.8437,60.9062,40.950905,286200
12/1/1995,60.984299,61.078098,60.8437,60.984299,41.003403,465200
12/4/1995,61.125,61.734299,61.046799,61.734299,41.507671,631700
12/5/1995,61.671799,62.203098,61.625,62.140598,41.780865,567700
12/6/1995,62.296799,62.5312,62,62.2812,41.875397,272800
12/7/1995,62.203098,62.2812,61.9062,61.953098,41.6548,289700
12/8/1995,62.2187,62.234299,61.765598,62.1562,41.791351,296900
12/11/1995,62.2812,62.546799,62.1562,62.421799,41.969929,186500
12/12/1995,62.140598,62.359299,62.140598,62.234299,41.843857,299400
12/13/1995,62.3125,62.703098,62.3125,62.625,42.106537,390700
12/14/1995,62.6875,62.796799,62.015598,62.171799,41.801823,395000
12/15/1995,61.875,61.875,61.5937,61.8125,41.817207,416700
12/18/1995,61.265598,61.265598,60.609299,60.625,41.013847,862300
12/19/1995,60.6562,61.3437,60.578098,61.265598,41.447208,1022600
12/20/1995,61.453098,61.515598,60.671799,60.671799,41.045479,1349800
12/21/1995,61.0312,61.171799,60.75,60.984299,41.256901,857600
12/22/1995,61.3125,61.375,61.140598,61.203098,41.404907,332800
12/26/1995,61.453098,61.5312,61.328098,61.5,41.605778,432200
12/27/1995,61.6562,61.6562,61.359299,61.4687,41.584606,151800
12/28/1995,61.3437,61.6562,61.25,61.4062,41.542343,256200
12/29/1995,61.4687,61.5312,61.25,61.484299,41.595158,339200
1/2/1996,61.4062,62.140598,61.3437,62.140598,42.039146,514400
1/3/1996,62.3437,62.5,62,62.3125,42.155453,610300
1/4/1996,62.390598,62.625,61.2187,61.7187,41.75375,1129700
1/5/1996,61.3125,61.75,61.171799,61.5937,41.669182,302400
1/8/1996,61.8125,61.9062,61.734299,61.828098,41.827747,179900
1/9/1996,62.015598,62.0625,60.625,60.765598,41.108948,415500
1/10/1996,60.6875,60.8125,59.640598,59.9687,40.569847,787700
1/11/1996,60.0625,60.328098,59.7812,60.328098,40.812984,513200
1/12/1996,60.484299,60.5,59.671799,60.234299,40.749508,390400
1/15/1996,60.25,60.453098,59.859299,60.109299,40.664955,154200
1/16/1996,60.4062,60.890598,59.890598,60.8437,41.161777,454600
1/17/1996,60.703098,61.125,60.453098,60.6562,41.034943,407600
1/18/1996,60.890598,60.9062,60.375,60.859299,41.172348,425600
1/19/1996,60.859299,61.421799,60.796799,61.265598,41.447208,169800
1/22/1996,61.2187,61.421799,61.109299,61.2812,41.457775,288200
1/23/1996,61.25,61.421799,61.125,61.421799,41.552879,362200
1/24/1996,61.515598,62.046799,61.484299,61.921799,41.891144,1506500
1/25/1996,61.9687,62,61.625,61.703098,41.743198,298400
1/26/1996,61.6562,62.265598,61.578098,62.234299,42.102566,726300
1/29/1996,62.1875,62.484299,62.140598,62.484299,42.27169,254800
1/30/1996,62.609299,63.140598,62.5312,63.015598,42.631107,272100
1/31/1996,63,63.6875,62.9687,63.671799,43.075039,498000
2/1/1996,63.609299,63.9062,63.5625,63.9062,43.233612,373900
2/2/1996,63.875,64.015602,63.5,63.640598,43.053925,496200
2/5/1996,63.5312,64.25,63.4375,64.156197,43.402752,295300
2/6/1996,64.1875,64.828102,64.093697,64.765602,43.81501,301600
2/7/1996,64.75,65.140602,64.6875,65.140602,44.068729,585100
2/8/1996,65.046799,65.906197,64.921799,65.843697,44.544373,1526600
2/9/1996,65.8125,66.375,65.515602,65.828102,44.533813,804600
2/12/1996,65.953102,66.625,65.890602,66.328102,44.872082,626500
2/13/1996,66.046799,66.6875,66,66.1875,44.776951,1045900
2/14/1996,66.140602,66.359299,65.578102,65.609299,44.385799,431400
2/15/1996,65.468697,65.906197,65.125,65.203102,44.110992,889500
2/16/1996,65.078102,65.234299,64.734299,64.9375,43.931316,606100
2/20/1996,64.4375,64.625,63.875,64.296799,43.497856,492300
2/21/1996,64.421799,65.140602,64.421799,65.093697,44.036987,434000
2/22/1996,65.453102,66.328102,65.406197,66.125,44.734673,721400
2/23/1996,66.5,66.609299,65.328102,65.9375,44.607826,1430400
2/26/1996,65.75,65.890602,64.968697,65,43.973572,1408400
2/27/1996,65.156197,65.171799,64.5,64.796799,43.836121,601000
2/28/1996,65.3125,65.734299,64.5,64.5,43.635338,865900
2/29/1996,64.125,64.953102,63.875,63.875,43.212502,914300
3/1/1996,64.640602,64.890602,63.609299,64.890602,43.899601,1452600
3/4/1996,65.031197,65.656197,64.8125,65.265602,44.153275,652600
3/5/1996,65.109299,65.875,65.078102,65.875,44.56554,402000
3/6/1996,65.781197,65.968697,65.296799,65.296799,44.17437,624700
3/7/1996,65.421799,65.656197,65.234299,65.625,44.396423,534200
3/8/1996,64.1875,64.875,62,63.5,42.958805,2289900
3/11/1996,63.25,64.328102,63.0625,64.234299,43.455585,1511400
3/12/1996,63.8125,64.046799,62.9062,63.734299,43.117321,1385300
3/13/1996,64.156197,64.4375,63.796799,64.171799,43.413311,1019300
3/14/1996,64.265602,64.8125,64.234299,64.453102,43.603619,725600
3/15/1996,64.0625,64.328102,63.75,64.125,43.574318,869200
3/18/1996,64.718697,65.359299,64.578102,65.359299,44.413048,917600
3/19/1996,65.9375,65.9375,65,65.218697,44.317513,858300
3/20/1996,65.531197,65.531197,64.640602,65.140602,44.264454,744300
3/21/1996,65.218697,65.25,64.765602,64.984299,44.158241,650800
3/22/1996,65.015602,65.328102,64.9375,65.156197,44.27504,344500
3/25/1996,65.75,65.8125,64.859299,65.031197,44.190109,802400
3/26/1996,64.921799,65.515602,64.859299,65.343697,44.402439,969400
3/27/1996,65.4375,65.484299,64.6875,64.75,43.999023,809600
3/28/1996,64.515602,65.031197,64.5,65,44.168896,1001300
3/29/1996,65.1875,65.1875,64.375,64.6875,43.956543,457700
4/1/1996,65,65.453102,64.796799,65.4375,44.466194,773400
4/2/1996,65.515602,65.5625,65.296799,65.5625,44.551128,638800
4/3/1996,65.328102,65.609299,65.171799,65.5625,44.551128,288000
4/4/1996,65.5625,65.718697,65.5,65.515602,44.519276,934900
4/8/1996,63.875,64.390602,63.5937,64.390602,43.754818,2217200
4/9/1996,64.640602,64.640602,64.015602,64.140602,43.58493,1180900
4/10/1996,64.031197,64.3125,62.75,63,42.80986,939500
4/11/1996,63.1562,63.4687,62.125,62.921799,42.756725,1276000
4/12/1996,63.359299,63.8125,63.171799,63.7187,43.298229,411300
4/15/1996,64.046799,64.328102,63.8437,64.25,43.659248,484200
4/16/1996,64.375,64.656197,64.234299,64.4375,43.786671,429700
4/17/1996,64.375,64.5625,63.8437,64.281197,43.680466,525300
4/18/1996,64.4375,64.578102,64.093697,64.375,43.74419,818600
4/19/1996,64.6875,64.859299,64.421799,64.531197,43.850346,885100
4/22/1996,65.125,65.281197,64.593697,65.031197,44.190109,828900
4/23/1996,64.921799,65.281197,64.781197,65.234299,44.328125,225400
4/24/1996,65.5625,65.5625,64.859299,65,44.168896,699000
4/25/1996,65.140602,65.5625,64.75,65.296799,44.370579,475500
4/26/1996,65.468697,65.8125,65.234299,65.4375,44.466194,563300
4/29/1996,65.156197,65.5625,65.156197,65.4375,44.466194,219900
4/30/1996,65.4375,65.5625,65.125,65.390602,44.434334,184400
5/1/1996,65.375,65.796799,65.281197,65.531197,44.529865,561900
5/2/1996,65.015602,65.375,64.093697,64.406197,43.765385,1299600
5/3/1996,64.781197,64.984299,63.75,64.3125,43.701736,1329300
5/6/1996,64.5625,64.5625,63.6875,64.25,43.659248,647500
5/7/1996,64.25,64.25,63.765598,63.984299,43.478718,582100
5/8/1996,63.671799,64.781197,63.078098,64.781197,44.020226,1694700
5/9/1996,64.5625,65.0625,64.5,64.734299,43.988354,593400
5/10/1996,65.375,65.593697,65.0625,65.375,44.423737,925100
5/13/1996,65.531197,66.640602,65.468697,66.359299,45.092587,867500
5/14/1996,66.625,66.9375,66.5625,66.765602,45.36866,632300
5/15/1996,66.781197,67.3125,66.640602,66.6875,45.315609,466100
5/16/1996,66.3125,66.9375,66.281197,66.828102,45.41114,514400
5/17/1996,67,67.296799,67,67.1875,45.655357,427700
5/20/1996,67.656197,67.75,66.984299,67.640602,45.963242,788500
5/21/1996,67.75,67.875,67.5,67.546799,45.899509,352700
5/22/1996,67.625,68.1875,67.390602,68.1875,46.334873,1218100
5/23/1996,68.281197,68.4375,67.531197,67.906197,46.143726,967900
5/24/1996,67.968697,68.328102,67.9375,68.171799,46.324207,659100
5/28/1996,68.375,68.375,67.3125,67.484299,45.85704,456400
5/29/1996,67.625,67.6875,66.8125,67.031197,45.549141,649600
5/30/1996,66.9375,67.718697,66.75,67.375,45.782776,895800
5/31/1996,67.359299,67.640602,66.875,66.875,45.442989,923500
6/3/1996,66.890602,67.109299,66.703102,67.0625,45.570431,503100
6/4/1996,67.375,67.593697,67.25,67.531197,45.888927,627100
6/5/1996,67.5625,68.203102,67.421799,68.125,46.292408,428000
6/6/1996,68.5,68.5,67.5,67.625,45.952644,523300
6/7/1996,66.1875,67.640602,66.1875,67.625,45.952644,1422800
6/10/1996,67.531197,67.734299,67.296799,67.406197,45.803967,548800
6/11/1996,67.656197,68.031197,67.343697,67.343697,45.761494,688700
6/12/1996,67.5625,67.734299,67.109299,67.218697,45.676548,1120600
6/13/1996,67.375,67.468697,66.828102,67.218697,45.676548,1502000
6/14/1996,67.25,67.25,66.718697,66.9375,45.485447,1468200
6/17/1996,66.968697,67.218697,66.718697,66.890602,45.453629,1101000
6/18/1996,66.843697,67.031197,66.328102,66.343697,45.081966,718000
6/19/1996,66.656197,67,66.421799,66.640602,45.283726,552100
6/20/1996,66.703102,66.921799,66.1875,66.593697,45.251862,1234400
6/21/1996,66.5625,66.8125,66.375,66.8125,45.641102,573300
6/24/1996,66.968697,67.218697,66.843697,66.9375,45.726486,416500
6/25/1996,67.125,67.171799,66.781197,66.859299,45.67308,454400
6/26/1996,66.781197,66.921799,66.390602,66.406197,45.363541,838200
6/27/1996,66.406197,67.046799,66.156197,66.875,45.683788,1090500
6/28/1996,67.156197,67.5,66.968697,67.109299,45.843838,1060800
7/1/1996,67.281197,67.703102,67.1875,67.6875,46.238811,471300
7/2/1996,67.625,67.640602,67.328102,67.4375,46.068035,389400
7/3/1996,67.406197,67.5,67.0625,67.296799,45.971947,308300
7/5/1996,66.125,66.4375,65.375,65.578102,44.797859,842900
7/8/1996,65.625,65.984299,65.125,65.3125,44.616413,942000
7/9/1996,65.609299,65.8125,65.375,65.578102,44.797859,716300
7/10/1996,65.5625,65.843697,64.921799,65.843697,44.979298,1132300
7/11/1996,65.5625,65.6875,63.875,64.515602,44.072033,1587400
7/12/1996,64.625,64.906197,64.078102,64.5625,44.104073,1312000
7/15/1996,64.718697,64.718697,62.6562,62.6562,42.801838,1951300
7/16/1996,62.8437,63.5,60.375,62.8125,42.908604,4141000
7/17/1996,63.75,64,63,63.5625,43.42094,1340500
7/18/1996,63.75,64.546799,63.328098,64.4375,44.018681,1432500
7/19/1996,64.281197,64.375,63.625,63.9687,43.698433,1216000
7/22/1996,63.5312,63.75,63.015598,63.5,43.378273,519800
7/23/1996,63.5937,63.9375,62.578098,62.6875,42.823215,1479800
7/24/1996,61.9375,63.1875,61.625,62.8125,42.908604,2463400
7/25/1996,63.4375,63.5625,63.125,63.375,43.29287,1989800
7/26/1996,63.5625,63.8125,63.390598,63.7187,43.527668,642300
7/29/1996,63.625,63.7187,62.9375,63.015598,43.047333,1297900
7/30/1996,63.4375,63.6875,62.9375,63.625,43.46365,1868200
7/31/1996,63.671799,64.265602,63.515598,64.093697,43.783836,767100
8/1/1996,64.156197,65.390602,64.0625,65.156197,44.509651,1168600
8/2/1996,66,66.593697,65.75,66.5625,45.47031,1098500
8/5/1996,66.578102,66.593697,65.968697,66.171799,45.203403,710200
8/6/1996,66.156197,66.515602,65.796799,66.375,45.342224,640000
8/7/1996,66.625,66.75,66.125,66.546799,45.459583,917800
8/8/1996,66.5625,66.5625,66.1875,66.4375,45.384922,925100
